36,0,237.21,Confit
0,1,455.79,Pimiento
40,2,315.93,Eel
8,3,212.5,Ginger nut
47,4,399.86,Streusel
25,5,421.64,Buttermilk pancake
34,6,389.56,Spaghetti
16,7,125.74,Trout
10,8,417.93,Organs
24,9,499.55,Sea trout
25,10,282.41,Sparling
23,11,97.93,Bell pepper
12,12,178.77,Taro root
50,13,40.64,Ananas
29,14,316.08,Chuck short ribs
0,15,135.66,Crawdad
45,16,92.01,Mammee
24,17,431.82,Calamari
13,18,16.43,Beefsteak
2,19,359.33,Slop
8,20,410.36,Chocolate liquor
5,21,291.79,Birthday cake
21,22,463.61,Surinam cherry
0,23,184.27,Cappelletti
17,24,412.59,Spanish lime
13,25,106.63,Wild plum
6,26,153.33,Saddle of lamb
9,27,39.79,Flannel cake
3,28,456.43,Timbale case
12,29,154.09,Lamb roast
13,30,342.41,Beefsteak
31,31,31.87,Salad green
27,32,211.96,Cos lettuce
2,33,189.7,Breakfast food
12,34,351.71,Sockeye
42,35,115.07,Kippered herring
23,36,429.44,Genipap
19,37,465.89,Kippered herring
28,38,16.36,Chilli
49,39,122.98,Gluten bread
3,40,241.08,Shortbread
20,41,25.18,Coco plum
6,42,74.75,Parsnip
10,43,384.67,Armerican cheddar
2,44,247.41,Leafy vegetable
36,45,277.03,Stone crab
26,46,474.21,Salmon loaf
35,47,293.94,Sea bass
31,48,286.48,Skillet cake
20,49,169.32,Veggie
43,50,110.53,Cochon de lait
5,51,376.95,Buttercrunch
40,52,436.99,Mahimahi
38,53,465.77,Sirloin tip
20,54,198.86,Salad greens
34,55,147.49,Quiche
22,56,253.19,Chinese jujube
29,57,305.63,Citrous fruit
0,58,28.91,Sorrel
45,59,263.65,Crawfish
2,60,261.54,Danish
28,61,226.73,Iceberg
13,62,398.32,Bream
28,63,215.14,Lemon meringue pie
7,64,442.44,Triple creme
45,65,151.16,Mushroom
13,66,82.67,Duckling
16,67,478.68,Hard roll
36,68,248.1,Spaghetti squash
21,69,292.04,Netted melon
22,70,66.27,Cherimolla
47,71,489.36,Summer squash
46,72,245.56,European smelt
26,73,46.68,Papaya
46,74,460.84,Dry cereal
43,75,444.16,West indian cherry
1,76,494.16,Fresh food
47,77,341.86,Apricot
19,78,453.19,Hot pepper
37,79,322.51,Fava bean
18,80,27.93,Chocolate
4,81,103.02,Honey cake
49,82,293.44,Rock salmon
36,83,301.69,Wax bean
28,84,447.52,Shaddock
1,85,278.27,Confit
41,86,153.62,Goat cheese
28,87,470.06,Coral
25,88,158.89,Rabbit food
13,89,77.84,Boeuf
41,90,419.03,Yogurt
21,91,260.87,Roast beef
37,92,30.71,Buttermilk pancake
26,93,134.33,Tunny
27,94,418.71,Shaddock
43,95,282.27,Cold cereal
48,96,228.27,Bread stick
35,97,123.24,Pawpaw
42,98,4.86,Bun
6,99,123.14,Coral
11,100,411.14,Matzoh ball
47,101,42.34,Spiceberry
14,102,327.55,Hamburger
43,103,288.43,Chapati
39,104,149.46,Mostaccioli
47,105,53.86,Parmesan
4,106,171.07,Lowbush cranberry
8,107,459.39,Golden delicious
16,108,474.2,Hershey bar
29,109,70.58,Sugar snap pea
32,110,323.32,Strawberry
30,111,107.44,Sultana
44,112,189.86,Sorrel
45,113,12.1,Monkfish
6,114,150.08,Pumpernickel
16,115,134.49,Baba
14,116,419.48,Legume
38,117,293.03,Chinese jujube
22,118,211.37,Watermelon
37,119,306.08,Orange toast
35,120,151.04,Papaya
12,121,341.29,Rye bread
25,122,275.38,Green
12,123,384.67,Frumenty
45,124,416.88,Shortbread
40,125,70.17,Codfish
27,126,291.85,Blade
43,127,344.62,Lima bean
35,128,40.57,Spring onion
45,129,114.43,Giblet
37,130,275.79,Granola bar
1,131,17.32,Loin
23,132,486.06,Beef patty
8,133,167.03,Blini
43,134,94.65,Sinker
36,135,136.73,Eater
23,136,420.36,Sponge cake
27,137,257.11,Frankfurter bun
2,138,341.15,Ricotta
23,139,424.91,Snapper
50,140,478.02,Sweet cup
41,141,163.38,Finnan haddie
11,142,386.21,Cochon de lait
18,143,467.09,Muenster
33,144,284.26,Chopped steak
12,145,109.41,Head cabbage
42,146,182.25,Redfish
30,147,274.79,Sour cherry
39,148,218.14,Lichi
41,149,360.36,Meat pie
18,150,80.13,Bok choi
8,151,114.49,Yellow turnip
25,152,280.0,Duckling
28,153,4.01,Salmon
1,154,300.65,Napoleon
39,155,217.94,Cereal
17,156,80.59,Lichi
47,157,179.92,Leftovers
38,158,362.61,Anadama bread
30,159,91.98,Ugli
18,160,74.22,Casaba melon
24,161,124.5,Cobbler
5,162,408.84,Bread
11,163,182.43,Spaghetti squash
19,164,446.38,Emmental
39,165,59.42,Sally lunn
17,166,114.13,Avocado pear
16,167,61.93,Hard roe
27,168,356.86,Tripe
22,169,426.64,Rambotan
16,170,120.91,Bay scallop
28,171,12.88,Rainbow trout
35,172,190.11,Truffle
22,173,131.55,Hardtack
16,174,9.32,Elderberry
20,175,459.39,Shad
37,176,15.13,White potato
42,177,311.94,Bass
3,178,457.27,Pufferfish
27,179,57.36,Clarified butter
48,180,190.24,Liver
3,181,239.03,Hominy grits
33,182,11.46,Toad in the hole
21,183,50.02,Cinnamon bread
38,184,131.26,Sweet calabash
45,185,73.67,Saltwater fish
37,186,350.11,Pickerel
22,187,317.15,Sugar snap pea
34,188,240.11,Sourdough bread
33,189,475.84,Elver
43,190,492.8,Brussels sprouts
20,191,233.71,Savoy cabbage
31,192,248.76,Bullock's heart
12,193,331.74,Stomach sweetbread
49,194,229.07,Melon ball
0,195,82.34,Surinam cherry
8,196,287.55,Matzoh
8,197,157.06,Snapper
0,198,227.3,Scuppernong
15,199,70.89,Mammee
25,200,339.16,Mullet
38,201,192.27,Sorb
37,202,193.75,Nut bread
41,203,418.72,Corn tash
33,204,20.08,Beef loin
39,205,222.72,Gateau
38,206,189.28,Crepe suzette
20,207,138.6,Key lime
45,208,475.64,Mullet
31,209,383.74,Refrigerator cookie
37,210,17.73,Pandowdy
40,211,486.83,Flatbrod
32,212,47.28,Sugar beet
50,213,328.98,Beef roast
34,214,382.39,Ziti
29,215,20.99,Vinifera grape
1,216,474.83,Hen
3,217,214.84,Cold cuts
45,218,356.16,Tenderloin
15,219,44.73,Muscatel
45,220,195.67,Double cream
13,221,207.21,Banana
45,222,131.38,Parmesan
22,223,116.43,Sweetbreads
12,224,108.21,Yellowtail flounder
42,225,460.87,Date nut bread
9,226,56.69,Paschal celery
37,227,116.68,Cherrystone
5,228,84.09,Okra
29,229,6.49,Milk chocolate
45,230,116.97,Side of beef
48,231,132.75,Tortellini
37,232,240.8,Flapjack
41,233,6.92,Witloof
17,234,281.69,Granola
39,235,184.9,Coconut macaroon
11,236,346.89,Pandowdy
3,237,63.67,Banger
24,238,256.07,Clam
3,239,341.22,Apple fritter
1,240,446.22,Banana bread
42,241,98.38,Jalapeno pepper
44,242,338.94,Pulasan
48,243,395.98,Anchovy
39,244,491.22,Filet
17,245,117.43,Beef patty
32,246,366.92,Penne
17,247,274.37,Periwinkle
21,248,90.67,Tv dinner
9,249,390.15,Red salmon
24,250,101.83,Salmon trout
18,251,331.72,Spiny lobster
19,252,190.41,Forequarter
29,253,440.68,King salmon
22,254,241.28,Sweet calabash
20,255,405.46,Cut
3,256,28.85,Bean
22,257,233.83,Green onion
1,258,243.28,Witloof
22,259,470.7,Jambon
7,260,247.19,Guanabana
10,261,499.08,Liederkranz
22,262,120.61,Prune cake
35,263,246.63,Cookie
16,264,150.13,Cushaw
23,265,117.54,Rockfish
38,266,350.97,Baked potato
19,267,53.71,Dumplings
36,268,388.84,Lasagne
50,269,304.91,Gray sole
44,270,139.27,Luncheon meat
21,271,441.55,Cake mix
17,272,458.08,Grouper
49,273,30.53,Loose leaf lettuce
24,274,359.71,Garlic bread
18,275,75.79,Chapati
27,276,405.26,Lanset
16,277,190.31,Bean
25,278,499.58,Oven stuffer roaster
18,279,24.58,Cereal
42,280,332.66,Water lemon
37,281,121.03,German pancake
29,282,100.94,Plumcot
8,283,142.69,Deep dish pie
26,284,102.63,Victoria sponge
2,285,114.85,White chocolate
1,286,158.73,Applesauce cake
44,287,242.59,Jimmies
28,288,193.1,Short ribs
41,289,250.71,Alaskan king crab
0,290,226.57,Smoked mackerel
15,291,49.48,Delicious
39,292,246.86,Beetroot
13,293,346.83,Bullace grape
8,294,125.2,Crepe suzette
26,295,253.84,Green
5,296,481.97,Bean
11,297,341.03,Brain
32,298,322.95,Clingstone
31,299,227.22,Pork pie
24,300,122.11,Pufferfish
40,301,378.75,Jerky
3,302,484.18,Littleneck
39,303,346.84,Schrod
50,304,7.49,Edam
47,305,246.81,Watermelon
31,306,32.47,Buffalofish
25,307,271.23,Spaghetti squash
43,308,93.27,Hubbard squash
27,309,453.44,Ginger snap
11,310,393.41,Duckling
46,311,478.16,Savoy
44,312,131.45,Almond cookie
8,313,279.79,Battercake
3,314,117.15,Gluten bread
15,315,131.96,Stayman
26,316,363.94,Wienerwurst
24,317,217.83,Matzo
34,318,208.7,Trout
4,319,270.11,Corn beef
9,320,92.72,Garlic bread
36,321,67.6,Meuniere butter
6,322,313.98,Dark chocolate
27,323,371.52,Anjou
10,324,282.55,Endive
46,325,102.61,Aubergine
18,326,408.79,Timbale
5,327,248.52,Ginger snap
28,328,332.89,Loganberry
29,329,144.65,Peach
32,330,117.32,Tagliatelle
28,331,373.88,Delmonico steak
50,332,186.58,Cream cheese
18,333,266.42,Tangerine
45,334,397.56,Pigweed
46,335,191.96,Fresh food
0,336,170.78,European blueberry
28,337,334.69,Celery
43,338,78.26,Bacon strip
46,339,468.19,Scarlet runner
14,340,423.61,Beef tenderloin
39,341,382.01,Penne
48,342,256.08,Bread stick
47,343,269.96,Clarified butter
7,344,42.54,Pearmain
47,345,240.76,Beef loin
30,346,124.55,Eggfruit
32,347,423.7,Caviar
36,348,407.91,Napoleon
4,349,462.04,Yellow delicious
15,350,296.14,Smoked mackerel
30,351,116.43,Mexican black cherry
36,352,115.6,Ratafia
6,353,178.01,Hotcake
43,354,367.51,Dragon's eye
43,355,160.99,Chuck short ribs
26,356,275.76,Hamburger roll
29,357,472.6,Sally lunn
49,358,9.3,Broccoli raab
37,359,375.89,Baba au rhum
40,360,323.33,Mad apple
26,361,388.01,Irish soda bread
29,362,301.71,Japanese crab
0,363,332.55,Cortland
0,364,299.26,Avocado pear
39,365,258.3,Butternut squash
21,366,281.55,American smelt
23,367,255.37,Mandarin
35,368,175.2,Silver salmon
4,369,380.69,Buttermilk pancake
6,370,12.02,Side of pork
34,371,27.67,Baked potato
20,372,350.48,Throat sweetbread
35,373,247.06,Zwieback
26,374,261.88,Pemican
42,375,209.73,Double gloucester
0,376,123.2,Round steak
17,377,279.01,Brownie mix
2,378,75.79,Jerk
28,379,375.57,Pigweed
27,380,433.35,Lentil
43,381,207.92,Pigeon pea
38,382,227.0,Casaba
16,383,120.05,Oyster plant
35,384,242.8,Dried apricot
16,385,474.79,Organs
4,386,96.32,Chine
34,387,413.24,Green pea
38,388,408.5,Kipper
27,389,171.46,Pineapple
32,390,60.83,Ratafia biscuit
16,391,269.19,Muscatel
10,392,420.85,Stayman winesap
41,393,70.49,Strawberry
32,394,33.16,Short ribs
0,395,401.45,Thompson seedless
6,396,136.21,Sapota
27,397,95.0,River pear
20,398,263.01,Wax bean
40,399,262.39,Brown butter
14,400,440.13,Volaille
30,401,68.97,Acorn squash
48,402,133.21,Garbanzo
38,403,212.42,Bluefish
24,404,216.65,Caviar
2,405,298.07,Nan
34,406,232.03,Tart
28,407,473.35,Madeira cake
20,408,68.78,Dandelion green
2,409,118.54,Grated cheese
21,410,218.53,Hamburger roll
40,411,397.59,Cowberry
4,412,320.32,Cantaloup
27,413,50.42,Rat cheese
24,414,179.81,Chitlings
0,415,43.39,Side
47,416,382.53,Molasses cookie
20,417,130.23,Calf's brain
17,418,233.68,Pork
22,419,193.52,Gingersnap
23,420,42.78,Scone
31,421,151.32,Muskellunge
17,422,143.02,Soft shell crab
16,423,395.46,Camembert
16,424,416.23,Cut of mutton
3,425,154.93,American lobster
17,426,375.19,Lingcod
41,427,198.22,Jellyroll
32,428,5.88,Cherimoya
45,429,4.29,Blade
21,430,321.81,Shoofly pie
1,431,2.28,Fries
44,432,418.76,Shortbread cookie
47,433,228.32,Guava
41,434,345.13,Orzo
5,435,266.12,Shadberry
8,436,422.25,Leftovers
31,437,474.73,Hot cake
49,438,381.96,Bacon
43,439,137.45,Mozzarella
19,440,120.74,Asparagus
44,441,160.75,Black pudding
7,442,276.54,Limpet
16,443,92.62,Ghee
32,444,346.98,Lansa
41,445,273.28,Fig
30,446,224.21,Sockeye
39,447,61.87,Turnip cabbage
46,448,362.71,Cos
9,449,212.56,Squash pie
21,450,328.04,Soft roe
45,451,307.34,Eccles cake
5,452,282.33,Bluefin tuna
14,453,482.81,Winesap
6,454,232.56,Smoked mackerel
46,455,76.49,Langouste
